state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
Colorado,HUERFANOCOUNTY,418,566,711,1070,335,636,775,1080,1148,729,830,433
Colorado,JACKSONCOUNTY,48,170,145,199,54,132,104,245,201,138,178,96
Colorado,JEFFERSONCOUNTY,45481,82884,58980,38891,40971,78503,62676,52247,30247,29772,68519,100684
Colorado,KIOWACOUNTY,64,133,138,126,118,141,155,169,174,214,177,69
Colorado,KITCARSONCOUNTY,516,862,694,552,436,795,727,729,791,643,954,569
Colorado,LAKECOUNTY,880,1292,842,639,716,1115,627,443,744,474,1132,909
Colorado,LAPLATACOUNTY,4618,7612,5751,4483,4379,7173,6338,4928,4421,3728,6469,7038
Colorado,LARIMERCOUNTY,39993,44686,30044,22587,37905,42038,32608,29708,25055,19493,42119,48354
Colorado,LASANIMASCOUNTY,1286,1629,1561,1549,831,1410,1536,1796,2371,1250,1969,1073
Colorado,LINCOLNCOUNTY,681,1207,548,388,82,506,471,517,526,270,454,270
Colorado,LOGANCOUNTY,2772,3522,2271,1556,1576,2312,1955,2122,2334,2024,2729,1393
Colorado,MESACOUNTY,12301,18630,14354,11952,11850,18131,15371,15949,15133,11216,19530,13524
Colorado,MINERALCOUNTY,25,116,99,97,76,69,167,68,63,178,125,86
Colorado,MOFFATCOUNTY,1121,1513,1332,910,1043,1467,1407,934,1496,1025,1493,1270
Colorado,MONTEZUMACOUNTY,1555,2819,2799,2529,1523,2932,3058,3070,2948,2313,3535,1780
Colorado,MONTROSECOUNTY,2651,4785,4215,4220,2367,4658,4515,5451,4518,3597,5982,3441
Colorado,MORGANCOUNTY,2430,3619,2829,1741,2119,3250,2551,2462,2687,2175,4167,1984
Colorado,OTEROCOUNTY,1382,1925,1754,1447,1234,2120,1784,2014,2830,1456,2408,1080
Colorado,OURAYCOUNTY,190,559,539,652,282,511,716,670,430,471,784,635
Colorado,PARKCOUNTY,937,2295,2881,1932,733,2017,2780,1789,1251,931,2349,2541
Colorado,PHILLIPSCOUNTY,409,608,426,324,209,407,405,349,376,415,523,361
Colorado,PITKINCOUNTY,1380,2684,2122,1695,1137,2336,2008,1572,618,938,2753,2934
Colorado,PROWERSCOUNTY,1014,1394,1107,862,832,1307,1167,1188,1630,1356,1287,810
Colorado,PUEBLOCOUNTY,13307,20201,15678,12625,12518,20262,16765,17047,20149,12832,20015,12578
Colorado,RIOBLANCOCOUNTY,512,746,714,465,467,742,692,475,603,593,749,613
Colorado,RIOGRANDECOUNTY,785,1305,1106,1002,770,1346,1133,1178,1664,997,1174,949
Colorado,ROUTTCOUNTY,2087,4099,2769,1933,1674,3395,2872,1897,1653,1218,3407,3865
Colorado,SAGUACHECOUNTY,325,742,795,718,296,723,822,771,1032,442,807,385
Colorado,SANJUANCOUNTY,31,103,70,62,30,69,74,82,66,88,77,81
Colorado,SANMIGUELCOUNTY,569,1339,985,571,649,1188,820,528,783,450,1181,1112
Colorado,SEDGWICKCOUNTY,121,274,234,203,109,233,234,248,345,181,256,185
Colorado,SUMMITCOUNTY,2942,5499,3209,2138,2409,4614,2765,1993,1207,1700,4185,4437
Colorado,TELLERCOUNTY,1480,2687,3505,2479,1335,2614,3619,2702,1959,2098,3539,2859
Colorado,WASHINGTONCOUNTY,382,616,494,467,336,470,502,500,601,405,668,398
Colorado,WELDCOUNTY,26802,45644,26971,16428,26076,42228,27109,20557,18219,14985,33672,35473
Colorado,YUMACOUNTY,677,1261,977,694,617,1165,844,1007,852,862,1383,947
Connecticut,FAIRFIELDCOUNTY,70865,117161,98530,57355,68369,121812,105278,84909,53874,40990,81661,169105
Connecticut,HARTFORDCOUNTY,71972,111642,89299,56740,67542,114825,96617,87717,70717,50240,99275,134302
Connecticut,LITCHFIELDCOUNTY,12053,20338,22495,15147,10928,20494,23330,20874,12360,10367,21993,30267
Connecticut,MIDDLESEXCOUNTY,12026,18956,18922,13053,11388,19427,20154,18412,10931,9261,19567,28729
Connecticut,NEWHAVENCOUNTY,71763,102545,85848,56051,71063,109345,93295,85113,70529,50956,96124,117279
Connecticut,NEWLONDONCOUNTY,25093,31340,28582,19788,19619,31635,29843,26680,19032,17007,33801,40685
Connecticut,TOLLANDCOUNTY,18662,16795,15594,10129,17835,16324,15688,12834,9063,7286,15678,24599
Connecticut,WINDHAMCOUNTY,9676,14688,12897,7771,9211,14362,13373,10716,9746,7115,15352,13725
Delaware,KENTCOUNTY,15471,20403,15907,12268,15135,22349,18069,17066,15159,13793,22640,16290
Delaware,NEWCASTLECOUNTY,46635,70855,54126,33956,46536,73225,59564,49368,39083,30238,63783,75730
Delaware,SUSSEXCOUNTY,13392,22428,23902,27752,12633,23092,27726,34389,19190,17238,30857,27656
District of Columbia,DISTRICTOFCOLUMBIA,71775,110310,52140,31391,85290,115235,55264,50701,58953,29289,66479,133920
Florida,ALACHUACOUNTY,38363,30163,19607,15106,40636,30617,22567,21146,32472,20628,28161,22925
Florida,BAKERCOUNTY,2712,4247,2958,1744,2065,3092,2823,2220,1740,1400,3287,2199
Florida,BAYCOUNTY,14292,22903,18506,12907,12649,22557,19590,17089,17558,14594,25707,15783
Florida,BRADFORDCOUNTY,2905,4637,2792,2051,1529,2878,2585,2811,3136,2365,2809,1348
Florida,BREVARDCOUNTY,40918,63466,66014,57278,36368,65903,71833,76375,54269,45138,74443,62784
Florida,BROWARDCOUNTY,142851,257315,194671,124614,139868,268094,204732,180977,163463,135281,211784,200343
Florida,CALHOUNCOUNTY,1223,2347,1699,1084,746,1420,1406,1422,1631,1065,1261,459
Florida,CHARLOTTECOUNTY,9079,14690,19735,31875,7722,14661,23128,38770,20014,17501,26394,15839
Florida,CITRUSCOUNTY,7599,11964,15389,22497,6798,12556,17995,28207,21044,14188,19117,10108
Florida,CLAYCOUNTY,15660,27172,21810,14356,14712,28891,22894,18314,13124,12466,27282,22379
Florida,COLLIERCOUNTY,22514,38414,34835,48838,20283,37305,38954,64215,28374,24580,44591,50859
Florida,COLUMBIACOUNTY,6467,9263,7026,5618,4391,7913,7151,7082,7991,5887,6998,4582
Florida,DESOTOCOUNTY,3738,5834,3663,3724,2087,3463,3056,4229,5188,2905,3142,1124
Florida,DIXIECOUNTY,1286,2412,2137,1779,799,1502,1733,1865,1989,2780,1486,745
Florida,DUVALCOUNTY,83719,124483,85292,51834,82036,129940,95467,76232,90389,73122,118953,89685
Florida,ESCAMBIACOUNTY,33116,37076,29112,21276,28204,37068,32422,30035,31469,25940,39381,25870
Florida,FLAGLERCOUNTY,6194,10939,11057,14943,5759,11826,13470,18106,10080,9441,14301,10802
Florida,FRANKLINCOUNTY,1082,1909,1339,1272,558,1077,1315,1360,1446,1017,1390,891
Florida,GADSDENCOUNTY,3281,5223,4695,3263,3371,6082,4996,4608,6158,4374,4827,2134
Florida,GILCHRISTCOUNTY,1791,2020,1888,1505,1029,1969,1950,2014,2081,1434,2110,1075
Florida,GLADESCOUNTY,1146,2062,1406,1899,679,1281,1254,1822,1512,1503,1154,800
Florida,GULFCOUNTY,1402,2683,1887,1426,651,1313,1623,1718,1500,1449,1747,1264
Florida,HAMILTONCOUNTY,1524,2655,1608,1061,694,1330,1330,1348,1972,853,1254,452
Florida,HARDEECOUNTY,2647,3466,2424,1868,1953,2989,2100,2294,2867,2060,2051,1090
Florida,HENDRYCOUNTY,3741,5745,3834,2618,2637,5131,3666,2815,4761,3267,3359,1676
Florida,HERNANDOCOUNTY,11614,19608,18618,21345,11317,20699,21299,28157,21414,17467,24869,13723
Florida,HIGHLANDSCOUNTY,5972,9406,8986,15289,5464,9624,10122,19778,14811,9449,13002,5897
Florida,HILLSBOROUGHCOUNTY,121113,200442,130877,82489,121978,206232,140243,115467,127602,100221,165454,150157
Florida,HOLMESCOUNTY,1771,2924,1997,1703,1022,2054,1977,2096,2679,1661,1994,759
Florida,INDIANRIVERCOUNTY,8964,13923,15814,20626,8264,15084,18060,28021,14721,11681,18297,15650
Florida,JACKSONCOUNTY,4213,7854,5034,3810,2785,4952,4387,5227,6553,4460,5018,2264
Florida,JEFFERSONCOUNTY,1058,2195,1583,1447,749,1414,1669,1767,1783,1237,1605,1204
Florida,LAFAYETTECOUNTY,983,1867,850,548,366,940,581,678,652,303,971,380
Florida,LAKECOUNTY,21662,38552,33435,38920,21474,40677,36840,51366,32853,28342,45074,30957
Florida,LEECOUNTY,47599,80092,71521,91242,46630,80979,80581,113046,65073,55540,95372,73910
Florida,LEONCOUNTY,40707,31164,21520,15633,45932,34018,24885,22040,32983,21643,33893,28510
Florida,LEVYCOUNTY,2546,4220,4363,4447,2491,4435,4918,5205,6633,4349,4794,1740
Florida,LIBERTYCOUNTY,1084,1482,1049,560,540,683,773,614,1009,530,587,393
Florida,MADISONCOUNTY,1710,2723,1830,1741,1117,1882,1973,2052,3086,1408,1717,677
Florida,MANATEECOUNTY,23943,40770,38658,44513,23111,42770,44172,58232,33095,31097,46565,40433
Florida,MARIONCOUNTY,22570,35420,32533,42886,21970,38421,38169,55940,44157,35634,44619,23421
Florida,MARTINCOUNTY,9377,16225,17042,19880,7986,15218,18415,26887,14391,11295,19252,20821
Florida,MIAMI-DADECOUNTY,213300,381677,256156,160314,206015,377766,278354,257004,261643,162187,256808,224767
Florida,MONROECOUNTY,4977,9936,9551,8126,4328,8973,9008,8051,5985,5616,9876,11565
Florida,NASSAUCOUNTY,5253,10096,9301,8404,4975,10004,10172,9964,5712,5316,11325,11257
Florida,OKALOOSACOUNTY,20403,26969,19395,13947,15686,25473,20383,18053,15776,14424,26345,22984
Florida,OKEECHOBEECOUNTY,3384,6052,4154,3566,2571,4410,3963,4211,4672,3181,3927,2561
Florida,ORANGECOUNTY,131350,198232,117414,64647,133582,200794,124597,92244,103519,90438,147976,130488
Florida,OSCEOLACOUNTY,30743,51533,30197,19083,29716,52385,32675,26400,25936,24242,37711,22524
Florida,PALMBEACHCOUNTY,102375,174190,140355,132795,98020,176153,152640,198101,124104,99461,165398,178837
Florida,PASCOCOUNTY,34267,64471,52206,49578,33460,67419,56536,66340,55643,43288,63423,47514
Florida,PINELLASCOUNTY,62137,109790,106707,93906,62003,114430,117809,133764,103433,82070,124969,105374
Florida,POLKCOUNTY,53668,84504,62016,58755,53167,86527,66671,77414,64704,54494,76958,47011
Florida,PUTNAMCOUNTY,5050,7611,7587,7579,4607,7873,8398,8797,11090,7907,8065,3548
Florida,ST.JOHNSCOUNTY,14893,31449,25933,21505,14554,33133,28376,27685,12741,12702,26973,38803
Florida,ST.LUCIECOUNTY,21521,35121,31077,31830,20374,37154,34422,41372,29660,24281,38620,25737
Florida,SANTAROSACOUNTY,14722,24620,18613,12422,11463,23036,18924,15328,12428,10695,21906,20581
Florida,SARASOTACOUNTY,21651,36646,42273,62341,21014,38683,49622,84932,37577,35408,60546,56884
Florida,SEMINOLECOUNTY,37098,63548,44069,27920,36107,66571,48729,41267,32928,30659,57308,58083
Florida,SUMTERCOUNTY,4320,9673,10102,33096,2958,5750,12631,39197,13167,11371,21511,13617
Florida,SUWANNEECOUNTY,3162,6027,4638,3909,2299,4859,4774,4806,4657,3674,5036,2120
Florida,TAYLORCOUNTY,2120,3490,2236,1749,1045,2227,2053,2291,2600,1688,1890,1033
Florida,UNIONCOUNTY,1744,3218,2442,1330,646,1172,898,959,843,1126,1426,699
Florida,VOLUSIACOUNTY,40096,59571,56272,54006,37424,59880,62760,72624,59856,45262,70244,45501
Florida,WAKULLACOUNTY,2433,5416,4251,2206,1766,3895,3335,2529,2091,1687,4050,3220
Florida,WALTONCOUNTY,4362,9616,7796,6222,3909,8363,8525,7249,6234,5436,9284,8425
Florida,WASHINGTONCOUNTY,2228,4166,2677,1807,1442,2680,2626,2366,3536,2095,2724,862
Georgia,APPLINGCOUNTY,1395,2109,1903,1298,1311,2075,1908,1727,2939,1009,1681,988
Georgia,ATKINSONCOUNTY,653,1193,728,428,656,1008,775,593,1284,541,734,378
Georgia,BACONCOUNTY,856,1498,987,696,828,1383,1003,1003,1561,694,943,532
Georgia,BAKERCOUNTY,161,319,298,459,206,247,412,463,684,291,283,268
Georgia,BALDWINCOUNTY,5627,5132,4350,3102,5701,4548,4119,3793,6013,3086,5048,2743
Georgia,BANKSCOUNTY,1304,2334,2172,1398,1213,2468,1921,1703,2111,1390,2384,1135
Georgia,BARROWCOUNTY,6232,11477,6962,4058,6221,11572,7534,5743,5578,5042,9951,6767
Georgia,BARTOWCOUNTY,8265,13835,10620,6275,8304,13975,10924,8138,9403,6436,12793,9455
Georgia,BENHILLCOUNTY,1131,1871,1698,1084,1227,2039,1834,1729,3085,1413,1365,673
Georgia,BERRIENCOUNTY,1367,2383,1816,1446,1273,2296,1991,1910,2676,1683,2300,932
Georgia,BIBBCOUNTY,12785,17053,13210,8923,14202,19370,15293,14105,22124,11806,14625,10494
Georgia,BLECKLEYCOUNTY,1414,1259,1212,845,1412,1550,1299,1236,1613,632,1330,679
Georgia,BRANTLEYCOUNTY,1310,2367,2020,1377,1238,2291,2041,1698,3135,1145,1730,857
Georgia,BROOKSCOUNTY,1105,1785,1556,1181,1047,1797,1858,1663,2715,1238,1622,918
Georgia,BRYANCOUNTY,2741,5550,2908,1739,2615,5927,3183,2231,2443,1798,4427,4936
Georgia,BULLOCHCOUNTY,12448,8341,5449,3627,11867,9165,6224,4837,8966,5268,8248,5319
Georgia,BURKECOUNTY,1618,2405,2200,1445,1638,2812,2478,2015,2482,2032,1998,1587
Georgia,BUTTSCOUNTY,2620,3896,2446,1578,1649,2743,2371,2225,2082,2401,2314,1712
Georgia,CALHOUNCOUNTY,709,1394,735,403,277,649,455,562,645,451,525,204
Georgia,CAMDENCOUNTY,6574,6574,4444,3101,4491,6545,5111,3811,4783,4500,6185,5025
Georgia,CANDLERCOUNTY,756,1264,1000,856,798,1295,1054,1075,1814,753,1049,564
Georgia,CARROLLCOUNTY,11496,14640,9979,6615,12158,15035,11036,9033,10745,7565,14119,9658
Georgia,CATOOSACOUNTY,4630,8578,6165,4641,4898,8703,7047,6783,5981,4734,8393,5907
Georgia,CHARLTONCOUNTY,1502,2483,1457,918,676,1172,1237,1080,1421,824,1101,531
Georgia,CHATHAMCOUNTY,28285,36376,24003,17586,28711,38238,27817,25357,26573,21781,33909,28375
Georgia,CHATTAHOOCHEECOUNTY,3968,1127,427,102,966,902,570,201,782,667,771,351
Georgia,CHATTOOGACOUNTY,2223,3354,2411,1668,1510,2794,2547,2444,3642,2158,2309,932
Georgia,CHEROKEECOUNTY,17703,34478,24982,14718,17427,35659,25849,19771,12732,12965,28889,37100
Georgia,CLARKECOUNTY,21214,14463,7832,5247,23603,14972,9073,8208,19707,9527,11959,9371
Georgia,CLAYCOUNTY,128,324,333,365,153,209,313,450,638,444,274,93
Georgia,CLAYTONCOUNTY,25267,34740,22553,10557,27160,42970,27722,15670,26922,22734,32157,15626
Georgia,CLINCHCOUNTY,483,766,633,455,529,869,670,520,1040,314,672,290
Georgia,COBBCOUNTY,62245,104762,68610,37356,61639,112183,75761,52428,42309,41040,86817,113680
Georgia,COFFEECOUNTY,4147,5999,3966,2495,3369,5246,3755,3511,5561,3005,4058,2159
Georgia,COLQUITTCOUNTY,3641,5804,4084,2669,3325,5673,4316,3988,6390,3478,3765,2455
Georgia,COLUMBIACOUNTY,11593,21185,13456,8635,11013,22165,14834,11518,6723,5739,16418,19324
Georgia,COOKCOUNTY,1235,2035,1567,1178,1295,2246,1685,1548,2453,930,1747,823
Georgia,COWETACOUNTY,10452,18888,14558,8601,10476,20447,15154,11211,8159,8181,16848,20395
Georgia,CRAWFORDCOUNTY,1100,1299,1558,979,675,1398,1456,1233,1370,1349,1410,799
Georgia,CRISPCOUNTY,1572,2368,2178,1758,1629,2760,2370,2370,3605,1621,1921,1451
Georgia,DADECOUNTY,1451,1870,1611,1217,1454,1879,1700,1757,1967,1609,1644,951
Georgia,DAWSONCOUNTY,2006,3025,2728,2080,1707,2974,2760,2662,1507,1997,2679,3534
Georgia,DECATURCOUNTY,2163,3144,2411,1553,1996,3368,2733,2519,3572,2342,2486,1371
Georgia,DEKALBCOUNTY,61672,105240,62676,34977,67314,115510,74307,55319,61991,49931,82333,91072
Georgia,DODGECOUNTY,1599,3353,2128,1577,1348,2381,2142,2141,2851,1581,1998,1137
Georgia,DOOLYCOUNTY,1218,2193,1550,1202,708,1399,1423,1490,1675,877,1375,1029
Georgia,DOUGHERTYCOUNTY,7981,9296,7078,5266,8916,11291,9000,8168,13532,7575,8956,4695
Georgia,DOUGLASCOUNTY,11313,18065,13187,6806,11690,21726,14594,9552,10057,8966,16817,14304
Georgia,EARLYCOUNTY,683,1022,982,739,709,1261,1074,1149,1867,865,1002,500
Georgia,ECHOLSCOUNTY,275,556,427,177,297,566,341,325,563,283,464,212
Georgia,EFFINGHAMCOUNTY,4657,8703,5713,3060,4383,9015,5944,4060,3705,4074,7787,6346
Georgia,ELBERTCOUNTY,1247,1973,2097,1619,1343,2261,2102,2246,2925,1842,2022,1122
Georgia,EMANUELCOUNTY,1914,2873,1991,1423,1668,2681,2184,2066,3329,2214,2162,858
Georgia,EVANSCOUNTY,770,1203,980,660,813,1313,1021,985,1451,583,1173,653
Georgia,FANNINCOUNTY,1435,2401,2980,3253,1338,2576,3328,3953,3572,2526,3138,2025
Georgia,FAYETTECOUNTY,7632,12246,12279,8449,7370,13595,13460,11349,4484,4513,13063,18972
Georgia,FLOYDCOUNTY,7986,11701,8885,6440,8513,11977,9910,9167,10766,7334,10487,7789
Georgia,FORSYTHCOUNTY,13925,35493,22158,11929,13408,36597,21907,15584,7717,7964,18934,45886
Georgia,FRANKLINCOUNTY,1921,2389,2461,1736,1834,2624,2368,2513,2845,1467,2717,1431
Georgia,FULTONCOUNTY,99680,150676,90947,46805,100177,160533,97214,71573,93639,62091,116635,157822
Georgia,GILMERCOUNTY,1835,3471,3434,3556,1747,3178,3643,4034,3478,2162,4658,2197
Georgia,GLASCOCKCOUNTY,208,337,303,197,216,401,353,290,355,271,356,181
Georgia,GLYNNCOUNTY,5992,9417,7671,6921,6015,10794,9363,9624,8791,6069,10073,9093
Georgia,GORDONCOUNTY,4254,7574,5482,3709,4309,7807,5590,4780,6049,4725,5959,3921
Georgia,GRADYCOUNTY,1628,2859,2346,1715,1693,2957,2648,2507,2979,1787,2685,1723
Georgia,GREENECOUNTY,975,1704,1769,2482,957,1807,2029,2674,2068,1393,1840,2195
Georgia,GWINNETTCOUNTY,73700,127414,83733,37884,72251,137450,89270,51996,50236,48463,97858,103304
Georgia,HABERSHAMCOUNTY,3471,5055,3937,3451,3824,5908,4465,4502,4111,2775,5402,2901
Georgia,HALLCOUNTY,16258,25839,18398,12412,15637,25611,18682,16633,13259,11422,21733,18857
Georgia,HANCOCKCOUNTY,1153,1278,1080,758,410,671,1036,1047,1380,617,534,421
Georgia,HARALSONCOUNTY,2090,3863,2940,1951,2065,3883,2931,2700,3349,2530,3226,2754
Georgia,HARRISCOUNTY,2504,4159,3786,2851,2072,4227,4135,3367,1897,1393,4095,4841
Georgia,HARTCOUNTY,1857,2943,2625,2414,1573,2950,2797,3280,3143,2724,3185,1724
Georgia,HEARDCOUNTY,839,1371,1310,825,878,1470,1263,1063,1659,729,1625,727
Georgia,HENRYCOUNTY,17903,28306,21429,10603,18270,34512,23613,15114,11549,13027,28660,24258
Georgia,HOUSTONCOUNTY,12596,19716,13816,7773,12383,22168,15322,11176,13346,8532,18694,17060
Georgia,IRWINCOUNTY,820,1430,850,761,520,1130,833,950,1407,518,1039,470
Georgia,JACKSONCOUNTY,4679,9994,6562,4333,4849,9565,6818,5550,4486,4264,8478,7506
Georgia,JASPERCOUNTY,952,1569,1534,1111,898,1729,1539,1368,1513,1030,1806,936
Georgia,JEFFDAVISCOUNTY,1135,1817,1294,952,1180,2002,1338,1271,1889,1383,1225,604
Georgia,JEFFERSONCOUNTY,1172,1836,1436,1062,1061,1821,1692,1646,2222,1087,1337,902
Georgia,JENKINSCOUNTY,842,862,1015,431,578,1216,900,966,2005,599,704,176
Georgia,JOHNSONCOUNTY,852,1847,994,746,554,901,882,988,1415,558,1172,345
Georgia,JONESCOUNTY,2005,3256,3004,2132,1898,3714,3051,2848,2753,1758,3695,2797
Georgia,LAMARCOUNTY,1715,2012,1790,1501,2052,2099,1916,1771,2004,929,2150,1183
Georgia,LANIERCOUNTY,945,1364,931,593,889,1480,1195,725,1783,666,912,493
Georgia,LAURENSCOUNTY,3405,5213,4265,3020,3531,6150,4873,4809,6906,3804,4164,2676
Georgia,LEECOUNTY,2119,4312,2637,1717,2071,4144,2743,2049,1795,1542,3877,3139
Georgia,LIBERTYCOUNTY,8896,7292,3878,2332,6934,7361,4630,3181,6047,6251,8363,3777
Georgia,LINCOLNCOUNTY,521,823,865,865,502,848,947,1031,1130,816,830,531
Georgia,LONGCOUNTY,2036,2413,1655,783,1763,2549,1740,908,1847,1191,1894,1177
Georgia,LOWNDESCOUNTY,14651,13259,8306,5442,14554,13972,9404,8235,15547,7112,12896,7546
Georgia,LUMPKINCOUNTY,4190,3264,2947,2448,3990,3477,3327,3229,3766,2184,3619,2555
Georgia,MCDUFFIECOUNTY,1576,2170,2084,1504,1586,2549,2337,2221,2498,1620,2550,1297
Georgia,MCINTOSHCOUNTY,903,1391,1659,1770,846,1573,1740,1989,2074,801,2240,1076
Georgia,MACONCOUNTY,1390,2050,1361,996,908,1253,1419,1202,2149,880,939,654
Georgia,MADISONCOUNTY,2103,3700,3018,2233,2131,3843,3071,2660,3004,2427,3509,1923
Georgia,MARIONCOUNTY,523,892,944,763,507,962,970,936,1074,648,1264,521
Georgia,MERIWETHERCOUNTY,1530,2170,2247,1805,1500,2478,2352,2428,3014,1820,2542,1004
Georgia,MILLERCOUNTY,414,605,498,434,378,704,547,713,933,239,736,428
Georgia,MITCHELLCOUNTY,1994,3226,2226,1479,1416,2481,2139,2114,3127,1884,2221,959
Georgia,MONROECOUNTY,2112,3286,3058,2229,1708,3338,3071,2784,2685,1428,2736,3276
Georgia,MONTGOMERYCOUNTY,894,1151,952,600,762,1057,885,853,1052,574,941,515
Georgia,MORGANCOUNTY,1276,2141,1875,1574,1203,2258,2083,2077,1281,1267,2375,2223
Georgia,MURRAYCOUNTY,3097,4862,4084,2495,2954,5250,3897,3264,4175,3167,5158,2243
Georgia,MUSCOGEECOUNTY,19035,24807,16077,9331,17117,26171,17912,15551,24784,13988,21082,14231
Georgia,NEWTONCOUNTY,8757,12899,9558,5433,8991,15799,10898,8207,9046,7289,13030,8766
Georgia,OCONEECOUNTY,2401,4871,3881,2449,2241,5456,4053,3107,1478,2139,3477,6659
Georgia,OGLETHORPECOUNTY,1113,1791,1668,1119,961,1831,1654,1537,1730,932,1740,1179
Georgia,PAULDINGCOUNTY,12460,23097,15059,7232,12464,24759,15689,10131,7497,8162,20031,18701
Georgia,PEACHCOUNTY,2691,3132,2672,1666,2881,3228,2850,2479,3879,1177,2797,2337
Georgia,PICKENSCOUNTY,2126,3538,3566,3109,2037,3615,3767,3719,2668,2027,4331,3216
Georgia,PIERCECOUNTY,1260,2414,1934,1415,1364,2441,1803,1833,2414,946,2287,1151
Georgia,PIKECOUNTY,1273,2322,1876,1199,1374,2561,1904,1587,1142,964,2210,1841
Georgia,POLKCOUNTY,3279,5337,3799,2685,3021,5584,3942,3669,4747,3509,4651,2707
Georgia,PULASKICOUNTY,744,980,911,1033,1018,2060,1214,1220,1281,952,889,775
Georgia,PUTNAMCOUNTY,1285,2253,2464,2358,1341,2268,2722,2741,2647,1807,2930,2169
Georgia,QUITMANCOUNTY,264,216,229,282,80,165,330,397,440,271,216,86
Georgia,RABUNCOUNTY,1193,1594,1765,2120,889,2103,1895,2451,2564,1305,1910,1213
Georgia,RANDOLPHCOUNTY,396,787,579,597,369,693,722,843,1382,953,435,115
Georgia,RICHMONDCOUNTY,21852,23612,17017,10736,19416,25797,20072,16452,25945,14899,22011,11040
Georgia,ROCKDALECOUNTY,6973,9924,8637,5306,6946,12323,10201,7270,6328,5932,10733,8347
Georgia,SCHLEYCOUNTY,406,734,406,357,428,702,523,395,582,329,638,261
Georgia,SCREVENCOUNTY,1037,1625,1460,1151,965,1605,1696,1464,1682,1041,1354,828
Georgia,SEMINOLECOUNTY,545,810,837,799,539,928,941,1048,1429,681,708,476
Georgia,SPALDINGCOUNTY,5000,7733,5858,4763,4880,8433,6541,6860,7882,5332,7907,4706
Georgia,STEPHENSCOUNTY,2144,2847,2394,2159,2141,2991,2589,2890,3236,2033,2960,1740
Georgia,STEWARTCOUNTY,1005,1722,824,335,290,461,457,533,804,483,350,197
Georgia,SUMTERCOUNTY,2904,3022,2692,1909,3171,3300,2964,2848,4527,2462,2945,1658
Georgia,TALBOTCOUNTY,364,632,759,676,393,664,859,830,1088,695,764,398
Georgia,TALIAFERROCOUNTY,121,232,121,164,118,151,156,286,268,256,145,44
Georgia,TATTNALLCOUNTY,3185,4913,2573,1373,1123,2832,2113,2006,2820,1830,2232,1458
Georgia,TAYLORCOUNTY,490,1069,789,585,573,957,941,978,1884,621,710,347
Georgia,TELFAIRCOUNTY,1577,3366,1763,1265,796,1372,1505,1605,2077,778,1128,430
Georgia,TERRELLCOUNTY,673,938,827,582,624,950,969,968,1369,654,865,485
Georgia,THOMASCOUNTY,3053,5016,4227,3077,3198,5652,4780,4663,5585,3943,4888,3660
Georgia,TIFTCOUNTY,3601,4935,3343,2313,3670,5177,3839,3489,5296,2845,4226,2564
Georgia,TOOMBSCOUNTY,1966,3037,2412,1612,2068,3413,2592,2711,3562,2448,2170,1847
Georgia,TOWNSCOUNTY,1056,842,1082,1637,1083,973,1287,2201,1261,1070,1659,931
Georgia,TREUTLENCOUNTY,628,900,753,431,423,591,708,715,1166,243,688,270
Georgia,TROUPCOUNTY,5801,8216,6385,3959,5953,9265,6894,6029,8601,4215,7133,4900
Georgia,TURNERCOUNTY,392,1073,818,569,458,961,786,883,1337,802,827,324
Georgia,TWIGGSCOUNTY,503,968,905,830,495,856,1032,1007,1191,570,894,393
Georgia,UNIONCOUNTY,1216,2018,2635,3478,1177,2207,2967,4233,3202,2085,3318,1772
Georgia,UPSONCOUNTY,1941,2877,2610,1759,1975,3264,2926,2753,4106,2319,2688,1492
Georgia,WALKERCOUNTY,5115,8439,7069,5097,4721,8843,7323,7215,7867,5899,8137,4189
Georgia,WALTONCOUNTY,6934,11214,9041,6084,6748,12537,9288,8087,6429,5292,11378,8800
