state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
Texas,COMALCOUNTY,9919,18309,15499,11396,9462,18667,16275,14462,8668,7322,17129,20881
Texas,COMANCHECOUNTY,906,1317,1470,1416,795,1504,1304,1725,1560,949,2021,960
Texas,CONCHOCOUNTY,213,660,392,296,92,172,283,328,242,190,281,177
Texas,COOKECOUNTY,3029,4444,4109,3080,2844,4660,4263,3997,3042,3028,4784,4374
Texas,CORYELLCOUNTY,9999,10896,4787,3067,7602,11735,5661,4360,5384,4800,7804,4374
Texas,COTTLECOUNTY,80,117,152,118,115,226,124,224,269,193,177,109
Texas,CRANECOUNTY,380,587,385,279,338,573,335,363,400,272,400,481
Texas,CROCKETTCOUNTY,212,392,396,257,111,447,454,327,393,348,516,162
Texas,CROSBYCOUNTY,399,705,511,468,409,626,546,570,722,473,653,255
Texas,CULBERSONCOUNTY,259,255,202,150,122,183,237,158,308,97,219,55
Texas,DALLAMCOUNTY,612,924,647,359,525,852,522,447,457,564,1028,368
Texas,DALLASCOUNTY,238958,366075,217531,109768,236700,369952,226139,160218,203921,182355,297847,268185
Texas,DAWSONCOUNTY,1578,1918,1029,703,821,1308,979,1083,1877,537,1059,762
Texas,DEAFSMITHCOUNTY,1641,2184,1417,956,1530,2141,1511,1309,1539,1527,1919,1097
Texas,DELTACOUNTY,321,605,520,441,372,567,608,590,578,532,542,490
Texas,DENTONCOUNTY,70260,129633,75961,36608,72181,134031,78630,49065,37123,40180,87758,136795
Texas,DEWITTCOUNTY,1330,2922,2282,1583,1134,1989,2040,2235,1985,1573,1933,1594
Texas,DICKENSCOUNTY,174,265,236,185,59,266,200,332,319,173,218,149
Texas,DIMMITCOUNTY,742,1142,781,718,755,1308,826,981,1666,279,726,507
Texas,DONLEYCOUNTY,319,318,304,304,324,317,304,426,375,310,510,189
Texas,DUVALCOUNTY,1027,1397,970,766,923,1121,945,1058,1210,612,1049,516
Texas,EASTLANDCOUNTY,1632,1896,1847,1666,1264,1845,1849,2191,2615,1487,1863,1146
Texas,ECTORCOUNTY,15850,22511,12080,6337,14530,20467,11995,8716,11975,9384,16418,15940
Texas,EDWARDSCOUNTY,227,239,53,298,42,301,199,154,292,308,190,114
Texas,ELLISCOUNTY,13897,23230,16674,9450,13258,24605,17004,12705,9171,7890,19628,22836
Texas,ELPASOCOUNTY,86780,105499,61507,38339,76080,106483,71105,58440,87450,55777,81714,51527
Texas,ERATHCOUNTY,5513,4304,3533,2297,6379,4434,3440,3233,3872,2393,4161,3670
Texas,FALLSCOUNTY,1373,1749,1643,1401,1113,2318,2177,1695,2299,996,1483,761
Texas,FANNINCOUNTY,3078,4801,3728,2742,2135,3876,3484,3359,3167,2234,3978,3069
Texas,FAYETTECOUNTY,1405,2621,2725,2671,1445,2626,2897,3457,2373,1351,2975,2260
Texas,FISHERCOUNTY,264,404,420,338,267,465,336,479,436,320,512,384
Texas,FLOYDCOUNTY,392,629,536,390,395,670,520,592,604,445,812,370
Texas,FOARDCOUNTY,57,104,123,189,77,66,155,189,200,113,146,59
Texas,FORTBENDCOUNTY,54893,111468,70756,37874,54378,120587,73686,47686,29140,27676,67410,124403
Texas,FRANKLINCOUNTY,673,1173,1047,981,639,1172,1142,1230,640,1050,1156,1151
Texas,FREESTONECOUNTY,1261,2928,1906,1599,1223,2191,1835,2152,2066,1068,1802,1666
Texas,FRIOCOUNTY,3503,3485,1425,1049,1322,1854,1310,1334,1652,579,1470,805
Texas,GAINESCOUNTY,1760,2572,1684,768,1629,2504,1495,1038,1771,586,1800,1692
Texas,GALVESTONCOUNTY,25850,43634,32748,20125,25328,45430,34310,26386,26777,17455,33512,47762
Texas,GARZACOUNTY,769,1474,678,364,378,543,430,477,533,302,698,194
Texas,GILLESPIECOUNTY,1488,2507,2553,3199,1406,2578,2988,4218,2447,2102,3323,3000
Texas,GLASSCOCKCOUNTY,133,268,145,67,121,186,146,99,116,53,84,177
Texas,GOLIADCOUNTY,504,748,847,732,446,806,811,995,958,443,663,757
Texas,GONZALESCOUNTY,1627,2321,2007,1495,1417,2455,1899,1858,2005,1363,2543,1632
Texas,GRAYCOUNTY,1837,3358,2089,1442,1412,2522,1694,1998,2131,1436,2492,1761
Texas,GRAYSONCOUNTY,9926,15254,13012,9407,9851,16108,13920,13128,11669,9677,16757,11658
Texas,GREGGCOUNTY,10397,14881,10517,7053,10058,15353,11503,10990,12677,9018,13984,10101
Texas,GRIMESCOUNTY,2463,4114,3217,2240,1566,3183,2610,2495,2425,1603,2622,2546
Texas,GUADALUPECOUNTY,12381,22578,14463,9481,11931,22779,15273,12441,8513,9124,19501,19291
Texas,HALECOUNTY,3474,4511,2827,1728,2649,3703,2736,2429,3527,2140,3561,1658
Texas,HALLCOUNTY,199,330,304,241,194,342,307,383,490,239,339,194
Texas,HAMILTONCOUNTY,615,874,842,830,469,860,905,1132,1003,570,813,575
Texas,HANSFORDCOUNTY,430,637,461,356,387,601,411,499,642,369,547,369
Texas,HARDEMANCOUNTY,241,500,410,396,198,563,365,439,575,330,493,313
Texas,HARDINCOUNTY,4027,7071,5423,4012,3917,7351,5760,5367,5447,3474,6152,6264
Texas,HARRISCOUNTY,413313,677176,380603,199612,402637,669053,397486,273794,370809,294013,484904,496675
Texas,HARRISONCOUNTY,4820,7762,6306,4623,4762,8274,6597,6175,6900,3806,8272,4830
Texas,HARTLEYCOUNTY,451,1338,567,350,329,511,369,457,309,413,477,434
Texas,HASKELLCOUNTY,548,826,477,553,375,529,556,701,751,346,671,387
Texas,HAYSCOUNTY,26438,29912,16983,10388,26536,29262,17870,13340,15064,13619,24738,24670
Texas,HEMPHILLCOUNTY,256,626,329,207,190,487,292,317,332,262,212,525
Texas,HENDERSONCOUNTY,5806,8600,8285,7684,5316,9283,8932,9815,9669,6565,9460,6217
Texas,HIDALGOCOUNTY,78965,104328,53650,38102,77306,109429,61111,53207,91258,48574,63523,41740
Texas,HILLCOUNTY,2570,3960,3617,3289,2350,4043,3729,3890,3401,3002,4379,2755
Texas,HOCKLEYCOUNTY,2168,2706,1955,1292,2002,2750,2055,1804,2397,1913,2132,1720
Texas,HOODCOUNTY,3498,6235,6137,6323,3600,6475,6503,7921,4936,3677,7066,7758
Texas,HOPKINSCOUNTY,2624,4178,3451,2855,2560,4397,3595,3739,3416,2524,4587,2924
Texas,HOUSTONCOUNTY,1523,3647,2534,2100,1187,2314,2212,2698,3279,1831,2108,1075
Texas,HOWARDCOUNTY,3658,6429,4081,1944,2527,4048,2846,2447,2839,2143,3979,2576
Texas,HUDSPETHCOUNTY,447,716,403,315,329,631,397,334,534,244,299,47
Texas,HUNTCOUNTY,7919,11432,9282,6514,7808,11796,9622,8417,8792,6277,10750,8124
Texas,HUTCHINSONCOUNTY,1634,2626,2132,1471,1435,2499,1978,1860,1904,1275,2014,1943
Texas,IRIONCOUNTY,137,134,216,107,88,180,165,157,172,140,207,134
Texas,JACKCOUNTY,1017,1424,876,669,472,931,730,866,1080,432,966,739
Texas,JACKSONCOUNTY,1027,1887,1338,1100,958,1747,1400,1441,1260,764,1597,1230
Texas,JASPERCOUNTY,2482,3908,3584,2973,2084,4180,3726,3857,4934,2852,3648,2399
Texas,JEFFDAVISCOUNTY,140,53,238,436,147,220,261,393,367,256,321,74
Texas,JEFFERSONCOUNTY,23004,35679,23591,14606,19968,30014,23500,20311,28261,19544,26972,20934
Texas,JIMHOGGCOUNTY,407,561,467,265,420,475,341,434,612,312,418,173
Texas,JIMWELLSCOUNTY,3301,4882,3280,2588,3108,4955,3598,3435,4252,2503,3286,2726
Texas,JOHNSONCOUNTY,13148,22489,16124,10207,12375,22371,16277,13264,10550,10376,20825,16610
Texas,JONESCOUNTY,2731,4408,2064,1280,917,1674,1527,1598,1464,1222,1870,1037
Texas,KARNESCOUNTY,2054,2897,1422,878,981,1457,1159,1211,1249,955,1144,1219
Texas,KAUFMANCOUNTY,9418,17700,11493,6362,9379,18602,11790,8417,6887,6446,12507,13840
Texas,KENDALLCOUNTY,2956,5476,4414,3533,2680,5732,4849,4806,1547,1851,3998,7315
Texas,KENEDYCOUNTY,30,19,27,37,0,70,14,73,42,52,37,0
Texas,KENTCOUNTY,17,78,55,67,24,51,58,137,55,30,122,73
Texas,KERRCOUNTY,3581,4913,5050,5730,3547,5305,5474,7719,4523,4854,7057,5059
Texas,KIMBLECOUNTY,253,338,516,541,249,456,523,701,589,465,410,507
Texas,KINGCOUNTY,1,67,48,21,17,21,42,10,33,24,30,6
Texas,KINNEYCOUNTY,286,615,487,477,219,241,288,566,621,149,512,209
Texas,KLEBERGCOUNTY,4459,3412,1947,1630,4166,3082,2048,2214,3908,2019,3202,2159
Texas,KNOXCOUNTY,225,405,453,226,176,441,361,402,417,304,475,243
Texas,LAMARCOUNTY,3584,5459,4611,3670,3629,5800,5180,5471,7066,3015,6175,3388
Texas,LAMBCOUNTY,1026,1471,1179,828,886,1446,1213,1218,1629,920,1484,683
Texas,LAMPASASCOUNTY,1618,2698,2194,1798,1174,2540,2235,2295,1749,1386,2415,2182
Texas,LASALLECOUNTY,1210,1062,709,511,511,649,647,629,725,315,652,348
Texas,LAVACACOUNTY,1316,2026,1995,1806,1200,2089,2025,2591,1953,1738,2338,1970
Texas,LEECOUNTY,1335,2017,1832,1333,934,2286,1750,1740,1573,1051,2153,1356
Texas,LEONCOUNTY,1108,1809,1615,1811,1064,1787,1768,2198,2153,1696,1715,1462
Texas,LIBERTYCOUNTY,7125,10744,7748,4818,7057,11636,7790,6016,7876,5482,8223,5760
Texas,LIMESTONECOUNTY,2037,2933,2278,1816,1500,2524,2369,2442,2654,1773,2437,1360
Texas,LIPSCOMBCOUNTY,201,358,276,228,254,408,315,288,226,156,440,294
Texas,LIVEOAKCOUNTY,1064,1865,1235,1112,709,1191,1145,1288,1289,702,1067,870
Texas,LLANOCOUNTY,1074,1684,2253,3259,1041,1764,2464,4200,2183,1760,2356,2733
Texas,LOVINGCOUNTY,3,16,8,8,5,0,6,7,0,96,2,12
Texas,LUBBOCKCOUNTY,39122,36245,22562,14922,37342,36569,24694,21672,33516,20938,34410,27524
Texas,LYNNCOUNTY,438,738,572,385,367,660,548,528,780,326,512,484
Texas,MCCULLOCHCOUNTY,611,717,897,765,488,886,799,948,939,645,965,537
Texas,MCLENNANCOUNTY,27092,28603,20196,14501,27007,30052,21954,20714,27672,18752,24586,21292
Texas,MCMULLENCOUNTY,46,103,54,37,36,109,65,50,46,20,89,67
Texas,MADISONCOUNTY,1880,2728,1038,991,895,1308,1187,1191,1053,609,1459,1094
Texas,MARIONCOUNTY,570,919,1232,1179,545,1066,1223,1374,1704,1246,1082,559
Texas,MARTINCOUNTY,459,628,533,325,393,685,552,287,220,402,592,549
Texas,MASONCOUNTY,164,432,396,486,288,451,368,610,416,322,441,535
Texas,MATAGORDACOUNTY,2849,4115,3732,2591,2631,4149,3672,3201,4546,2902,4174,2593
Texas,MAVERICKCOUNTY,6011,6791,3918,2813,5090,6921,4368,3860,6765,2560,4609,2741
Texas,MEDINACOUNTY,4945,6439,5068,3510,3303,5835,5055,4578,3724,2233,5307,4712
Texas,MENARDCOUNTY,106,267,179,360,88,164,212,318,398,179,300,136
Texas,MIDLANDCOUNTY,15844,25042,12893,6766,14911,22763,13273,9851,9617,8276,16841,23919
Texas,MILAMCOUNTY,1735,2540,2479,2186,1578,2794,2528,2781,2779,1875,2558,1958
Texas,MILLSCOUNTY,362,375,591,591,218,443,581,757,496,345,586,298
Texas,MITCHELLCOUNTY,1247,1461,693,580,544,719,591,685,686,875,635,472
Texas,MONTAGUECOUNTY,1189,2142,1955,1838,1204,2141,2223,2309,1859,1445,2574,2003
Texas,MONTGOMERYCOUNTY,43264,79434,55166,32398,42144,80839,56541,42299,32644,26929,58780,87173
Texas,MOORECOUNTY,1855,2854,1683,846,1675,2433,1575,1254,1585,1427,2500,1262
Texas,MORRISCOUNTY,740,1293,1204,1085,830,1426,1352,1430,1774,1221,1494,761
Texas,MOTLEYCOUNTY,141,100,88,220,83,109,140,189,159,102,148,87
Texas,NACOGDOCHESCOUNTY,7704,6418,5104,4046,8761,6893,5547,5337,8557,4415,6559,4191
Texas,NAVARROCOUNTY,3663,5545,4588,3438,3470,5886,4789,4609,5033,4079,4761,3682
Texas,NEWTONCOUNTY,1141,1561,1571,1260,920,1466,1522,1503,2237,636,1290,893
Texas,NOLANCOUNTY,1295,1745,1309,1060,952,1719,1312,1485,1810,1316,1432,919
Texas,NUECESCOUNTY,32077,46490,31322,21386,30999,46657,33160,29150,34774,23347,40121,32908
Texas,OCHILTREECOUNTY,803,1264,863,384,792,1329,750,544,838,811,1106,728
Texas,OLDHAMCOUNTY,75,277,181,121,150,198,189,138,140,60,248,180
Texas,ORANGECOUNTY,6278,10408,8111,5458,5992,10595,8404,7236,7223,5473,9160,9758
Texas,PALOPINTOCOUNTY,2070,3166,2897,2323,1969,3423,2989,2993,2645,1980,3491,2227
Texas,PANOLACOUNTY,1746,2680,2182,1794,1581,2883,2297,2410,2983,1385,2561,1866
Texas,PARKERCOUNTY,9399,17478,14219,9375,9108,17993,14519,11280,7532,6192,12944,19278
Texas,PARMERCOUNTY,847,1165,869,644,669,1085,871,699,735,618,1076,838
Texas,PECOSCOUNTY,1455,2954,1614,897,1004,1643,1187,1014,1316,993,1561,1032
Texas,POLKCOUNTY,4011,7050,5940,4455,2760,5073,5809,4604,5294,3905,5561,3492
Texas,POTTERCOUNTY,10360,17132,10286,5688,9347,14211,9719,8260,15123,10026,12838,6941
Texas,PRESIDIOCOUNTY,355,669,632,733,414,782,511,879,1534,494,363,243
Texas,RAINSCOUNTY,668,1262,1387,1346,687,1305,1504,1469,1078,916,1352,887
Texas,RANDALLCOUNTY,11574,18027,11419,8331,11567,17779,12513,11361,9601,8755,16407,15273
Texas,REAGANCOUNTY,370,525,276,184,340,486,260,161,168,409,364,271
Texas,REALCOUNTY,151,159,397,424,229,318,382,560,494,284,355,153
Texas,REDRIVERCOUNTY,600,1308,1220,1316,807,1305,1401,1682,1974,1235,1216,793
Texas,REEVESCOUNTY,1996,3813,1063,748,814,1619,938,989,1142,563,1203,844
Texas,REFUGIOCOUNTY,535,714,689,620,408,798,703,877,766,385,969,357
Texas,ROBERTSCOUNTY,44,93,89,78,29,83,67,109,69,65,104,91
Texas,ROBERTSONCOUNTY,1159,1712,1867,1270,1176,2033,1807,1756,2114,1122,2099,1475
Texas,ROCKWALLCOUNTY,6648,14453,9313,5035,6429,14698,10031,6727,2901,3089,9989,18481
Texas,RUNNELSCOUNTY,741,1173,1003,855,628,1159,986,1138,1190,821,1075,778
Texas,RUSKCOUNTY,5173,8045,5393,3800,3273,6119,4941,4862,4508,4177,5960,3942
Texas,SABINECOUNTY,500,936,1094,1439,587,950,1266,1636,1769,798,1224,718
Texas,SANAUGUSTINECOUNTY,453,789,889,996,384,1006,898,1131,1458,728,1040,469
Texas,SANJACINTOCOUNTY,1699,3226,3151,2646,1770,3052,3260,3246,3083,2626,2464,2272
Texas,SANPATRICIOCOUNTY,5464,8690,5720,4203,4847,8388,5911,5340,6412,4319,6800,5925
Texas,SANSABACOUNTY,516,799,543,582,512,497,541,759,752,349,622,338
Texas,SCHLEICHERCOUNTY,225,323,218,285,229,309,170,367,394,131,296,180
Texas,SCURRYCOUNTY,1562,2744,1630,1022,1121,1755,1370,1407,1558,1622,1691,1385
Texas,SHACKELFORDCOUNTY,203,310,373,269,227,378,383,356,372,331,407,230
Texas,SHELBYCOUNTY,1733,3043,2237,1935,1780,2974,2436,2397,3433,2246,2432,1653
Texas,SHERMANCOUNTY,283,371,336,202,151,426,301,253,208,241,349,270
Texas,SMITHCOUNTY,19000,26861,19395,14999,19781,29032,21574,21134,19022,14097,25374,19938
Texas,SOMERVELLCOUNTY,619,1081,980,825,443,1101,1021,848,842,365,868,1085
Texas,STARRCOUNTY,6106,7512,3941,2723,5837,7622,4685,4126,7955,3504,3014,1843
Texas,STEPHENSCOUNTY,827,1246,862,738,579,1000,892,1001,1190,739,937,550
Texas,STERLINGCOUNTY,106,113,135,37,72,195,128,89,67,104,101,122
Texas,STONEWALLCOUNTY,81,115,131,114,97,152,165,141,165,65,189,97
Texas,SUTTONCOUNTY,278,521,351,233,198,497,258,358,355,254,384,328
Texas,SWISHERCOUNTY,660,1082,592,527,482,772,563,783,1095,833,547,256
Texas,TARRANTCOUNTY,174594,280493,179686,93435,176933,295222,189024,132301,131929,123215,233180,240280
Texas,TAYLORCOUNTY,15241,15638,10453,7671,14849,15921,11487,11395,13093,9721,15979,11716
Texas,TERRELLCOUNTY,14,78,120,193,76,71,117,114,114,204,83,50
Texas,TERRYCOUNTY,1225,1697,1067,742,848,1257,1033,1056,1202,1101,1040,737
Texas,THROCKMORTONCOUNTY,100,150,164,192,98,118,180,181,260,126,209,110
Texas,TITUSCOUNTY,2659,3759,2739,1861,2703,3965,2754,2526,3158,2231,3991,1898
Texas,TOMGREENCOUNTY,12600,14569,9371,7293,10890,14237,10392,9982,10655,8895,13415,10488
Texas,TRAVISCOUNTY,122995,213702,101311,51040,118257,197912,103018,67449,80442,68541,143992,198927
Texas,TRINITYCOUNTY,794,1330,1580,1768,789,1480,1839,2007,2066,1459,1595,1152
Texas,TYLERCOUNTY,2648,2606,2094,2025,1111,1965,2227,2584,2253,1561,2038,1385
Texas,UPSHURCOUNTY,2891,4824,4123,3057,2661,4888,4563,4116,3997,2681,4280,3494
Texas,UPTONCOUNTY,193,555,363,208,170,394,374,313,315,283,532,255
Texas,UVALDECOUNTY,2418,3072,1975,1887,2260,3334,2129,2521,3207,1592,2647,1460
Texas,VALVERDECOUNTY,5264,6194,3357,2693,4078,5594,3637,3866,5636,2829,4739,3189
Texas,VANZANDTCOUNTY,3615,6236,5646,4845,3647,6526,5961,6195,5488,3429,6526,5059
Texas,VICTORIACOUNTY,7619,11097,7964,5945,7383,11308,8473,8304,8405,5362,10017,8588
Texas,WALKERCOUNTY,10532,13515,8036,4143,9265,6131,4821,4841,8240,5577,5500,3381
Texas,WALLERCOUNTY,6952,5750,4341,2785,7244,5701,4391,3351,2957,3608,4616,4781
Texas,WARDCOUNTY,1049,1507,1018,654,855,1379,993,894,973,704,1454,942
Texas,WASHINGTONCOUNTY,2870,3268,3799,2840,2853,3651,3651,4170,3332,2429,4287,3463
Texas,WEBBCOUNTY,25969,34279,17673,9570,25305,35173,20256,14754,24915,12597,22904,15517
Texas,WHARTONCOUNTY,3233,4691,3830,2882,3074,4923,3976,3874,4720,2619,4186,3620
Texas,WHEELERCOUNTY,266,635,508,473,317,624,504,504,592,443,626,367
Texas,WICHITACOUNTY,16345,16924,11566,7630,11548,14945,11591,11087,14571,9750,14952,9196
Texas,WILBARGERCOUNTY,947,1481,1318,967,993,1522,1411,1163,1665,1116,1447,817
Texas,WILLACYCOUNTY,2939,3496,1490,1234,1575,2212,1602,1678,2261,1126,1704,712
Texas,WILLIAMSONCOUNTY,40771,88863,45826,28376,40472,90121,48807,38852,21101,24650,58345,84758
Texas,WILSONCOUNTY,3539,6336,5224,3468,3273,6373,5377,4090,2717,2403,4570,6371
Texas,WINKLERCOUNTY,705,1122,598,379,606,1049,523,501,646,435,830,732
Texas,WISECOUNTY,4887,8629,7117,4481,4719,8428,7087,5410,4152,3627,7380,7215
Texas,WOODCOUNTY,3054,4418,4799,5078,2620,4558,4911,6453,4447,2959,5549,3795
Texas,YOAKUMCOUNTY,784,1035,649,390,617,984,785,447,577,287,870,845
Texas,YOUNGCOUNTY,1159,2076,1783,1373,1051,2161,1693,2054,2019,1718,2152,1748
Texas,ZAPATACOUNTY,1201,1572,879,848,1166,1767,958,970,2093,892,1024,623
Texas,ZAVALACOUNTY,1247,1470,846,814,977,1242,912,913,1339,979,1218,272
Utah,BEAVERCOUNTY,493,769,532,443,419,760,513,472,403,338,1044,461
Utah,BOXELDERCOUNTY,4350,6865,4360,3063,3936,6676,4404,3663,2967,3386,6916,4464
Utah,CACHECOUNTY,17089,13982,7012,5042,17088,13566,7460,6260,8706,7636,14054,9221
Utah,CARBONCOUNTY,1480,2430,1823,1567,1482,2490,1819,1838,2574,1088,2720,1227
Utah,DAGGETTCOUNTY,48,75,108,35,42,57,43,27,22,45,40,75
Utah,DAVISCOUNTY,29483,48408,24471,14666,27321,48005,25178,18967,11373,13802,37541,44479
Utah,DUCHESNECOUNTY,1384,2613,1492,1096,1350,2522,1478,1197,1536,1466,2538,1635
Utah,EMERYCOUNTY,680,1137,905,783,585,1240,885,858,867,716,1409,803
Utah,GARFIELDCOUNTY,309,604,508,487,319,472,480,566,600,469,599,272
Utah,GRANDCOUNTY,595,1461,901,879,780,1313,837,877,1146,959,1610,812
Utah,IRONCOUNTY,5924,6009,3621,3002,6048,5759,3784,3539,4580,3922,5880,3195
Utah,JUABCOUNTY,935,1455,786,624,869,1437,744,730,588,830,1219,947
Utah,KANECOUNTY,465,983,688,774,423,884,771,906,707,749,803,602
Utah,MILLARDCOUNTY,944,1452,1029,986,839,1412,1056,1102,816,828,1732,970
Utah,MORGANCOUNTY,763,1462,932,616,738,1534,859,745,170,467,1107,1750
Utah,PIUTECOUNTY,81,182,199,285,85,148,184,308,302,117,125,71
Utah,RICHCOUNTY,153,232,163,231,203,263,208,167,139,63,261,130
Utah,SALTLAKECOUNTY,105823,167630,87060,51680,101662,160038,88859,68140,57882,57156,128884,140767
Utah,SANJUANCOUNTY,1329,1690,1246,892,1171,1712,1363,1170,1468,829,1530,745
Utah,SANPETECOUNTY,3370,4196,2423,1917,3018,3243,2253,2151,1991,2043,3073,1851
Utah,SEVIERCOUNTY,1643,2578,1832,1553,1349,2548,1745,1807,1837,1410,2759,1464
Utah,SUMMITCOUNTY,3173,5575,4632,2528,2743,5471,4736,2520,1546,1422,3839,7676
Utah,TOOELECOUNTY,5478,9971,5152,2758,5257,9924,4999,3302,2711,2978,7823,7428
Utah,UINTAHCOUNTY,2815,4880,2505,1627,2529,4721,2709,1995,2569,1837,3518,2634
Utah,UTAHCOUNTY,79561,74069,32276,19683,75821,72298,32795,25767,25806,26069,59590,61181
Utah,WASATCHCOUNTY,2313,4477,2758,1843,2199,4315,2801,1900,1156,1566,3268,4436
Utah,WASHINGTONCOUNTY,12898,19052,12219,15396,12602,19319,14186,19284,12194,11024,20387,16088
Utah,WAYNECOUNTY,178,279,268,268,152,302,228,291,291,200,322,164
Utah,WEBERCOUNTY,23061,34750,20177,12640,21878,33546,20238,16021,13732,14724,32499,25366
Vermont,ADDISONCOUNTY,3498,4028,4126,3118,3452,4106,4167,3928,2783,2558,4756,4777
Vermont,BENNINGTONCOUNTY,2668,3430,3962,3121,2698,3790,4309,4425,3691,2625,4415,3867
Vermont,CALEDONIACOUNTY,2319,3442,3342,2793,1985,3413,3470,3294,3459,2754,3999,2572
Vermont,CHITTENDENCOUNTY,19323,19701,15395,9800,19311,19893,16083,13975,12380,9734,19989,24484
Vermont,ESSEXCOUNTY,326,631,769,728,310,642,816,799,898,560,951,399
Vermont,FRANKLINCOUNTY,3585,6309,5339,3221,3314,6383,5432,4296,4070,3118,6513,5350
Vermont,GRANDISLECOUNTY,465,750,1001,712,401,793,983,730,475,497,904,1151
Vermont,LAMOILLECOUNTY,2001,3343,2593,2019,2042,3194,2681,2191,2328,2107,3396,3109
Vermont,ORANGECOUNTY,1991,3357,3453,2579,1765,3324,3585,3253,2559,2381,4615,3239
Vermont,ORLEANSCOUNTY,1843,3145,2932,2672,1556,3009,2945,3303,3224,2226,3723,2524
Vermont,RUTLANDCOUNTY,4421,6351,6943,5378,4121,6263,7184,6957,6746,4555,8284,5755
Vermont,WASHINGTONCOUNTY,4924,6866,6346,4734,3902,7095,6871,6246,5503,3926,8848,6861
Vermont,WINDHAMCOUNTY,2972,4571,4869,4127,2576,4980,5353,5203,5349,3486,5808,4429
Vermont,WINDSORCOUNTY,3449,6115,6321,5610,3165,6306,6953,6862,5900,4053,8450,6388
Virginia,ACCOMACKCOUNTY,1978,3336,3469,3160,1886,3729,3743,4136,4332,2872,4170,2264
Virginia,ALBEMARLECOUNTY,9574,12798,9691,7732,10359,13006,11331,11347,6480,6147,12214,17660
Virginia,ALLEGHANYCOUNTY,1040,1464,1714,1448,889,1637,1797,2032,2129,1268,1904,1257
Virginia,AMELIACOUNTY,755,1559,1532,1065,827,1420,1594,1379,1078,937,1705,1390
Virginia,AMHERSTCOUNTY,2216,3581,3449,2620,2280,3701,3721,3717,3078,2536,3799,2906
Virginia,APPOMATTOXCOUNTY,1068,1910,1545,1379,1062,1874,1752,1752,1637,1281,2111,1257
Virginia,ARLINGTONCOUNTY,24770,41413,18888,10261,24857,40373,18232,13851,11166,8067,25415,64059
Virginia,AUGUSTACOUNTY,5452,9657,8524,6374,4531,8628,8549,8437,6389,5121,11389,7238
Virginia,BATHCOUNTY,220,482,557,514,384,488,348,591,566,137,567,444
Virginia,BEDFORDCOUNTY,5016,8641,9269,7104,4855,8849,9593,9021,5729,5696,11127,8954
Virginia,BLANDCOUNTY,487,1078,676,690,315,612,687,740,588,481,802,375
Virginia,BOTETOURTCOUNTY,1960,3729,4040,3235,1921,3748,4045,4047,2046,2044,4528,4580
Virginia,BRUNSWICKCOUNTY,1723,2366,1748,1448,948,1577,1868,1897,2243,1074,1837,961
Virginia,BUCHANANCOUNTY,1466,2581,2563,1972,1304,2488,2569,2602,3676,1993,2067,751
Virginia,BUCKINGHAMCOUNTY,1467,2796,2000,1367,918,1683,1726,1776,1798,1252,1924,969
Virginia,CAMPBELLCOUNTY,4195,6586,5640,4365,4111,6617,6082,6154,6286,4565,7680,4534
Virginia,CAROLINECOUNTY,2592,3685,3077,2089,2161,3837,3199,2703,1602,2029,3908,3400
Virginia,CARROLLCOUNTY,1991,3338,3460,3089,1616,3227,3494,3897,4126,2560,3878,1476
Virginia,CHARLESCITYCOUNTY,414,712,930,761,391,742,989,942,759,466,1090,678
Virginia,CHARLOTTECOUNTY,800,1184,1328,1144,711,1281,1362,1447,1749,1008,1346,782
Virginia,CHESTERFIELDCOUNTY,24918,44109,33057,20953,25878,48505,37115,28863,15964,17567,41579,52523
Virginia,CLARKECOUNTY,956,1469,1899,1289,752,1623,1921,1616,876,1009,1442,2603
Virginia,CRAIGCOUNTY,212,549,710,420,370,617,628,593,551,426,676,517
Virginia,CULPEPERCOUNTY,3558,6748,5297,3581,3310,6564,5596,4371,2898,2091,5908,6519
Virginia,CUMBERLANDCOUNTY,697,1036,1043,877,592,1219,1136,1197,839,1204,1291,779
Virginia,DICKENSONCOUNTY,927,1906,1608,1357,898,1622,1540,1744,2857,1206,1209,567
Virginia,DINWIDDIECOUNTY,2037,3462,3199,2226,2079,3555,3330,2767,2022,1857,3419,3029
Virginia,ESSEXCOUNTY,642,1070,1182,994,904,1237,1385,1397,1290,944,1627,680
Virginia,FAIRFAXCOUNTY,86951,162654,110971,64855,82973,164935,115396,84192,34768,31297,87479,245372
Virginia,FAUQUIERCOUNTY,4652,8669,7792,4901,4534,8759,8000,6328,2406,2597,6902,12849
Virginia,FLOYDCOUNTY,893,1819,1886,1489,967,1690,1848,2003,1967,1533,2174,1261
Virginia,FLUVANNACOUNTY,1494,3047,2607,2206,2066,3795,3097,2926,1291,1319,3706,3364
Virginia,FRANKLINCOUNTY,3723,5597,6555,5685,3794,5920,6792,6977,6063,3427,7305,5366
Virginia,FREDERICKCOUNTY,6323,10931,9132,6411,5828,11113,9300,8177,3845,4771,11189,12116
Virginia,GILESCOUNTY,1060,2004,1766,1451,1081,2007,1809,1977,1696,1085,2758,1225
Virginia,GLOUCESTERCOUNTY,2316,4599,4399,3069,2354,4349,4748,3903,2023,2722,5513,4520
